timestamp,cgroup,stat,N0,N1,N2,N3,N4
1.9073486328125e-06,host,file,148.625,73.3046875,2345.84765625,2243.19921875,0.0
1.9073486328125e-06,host,file_mapped,103.5625,72.58203125,2138.16015625,2040.59765625,0.0
1.9073486328125e-06,host,file_dirty,0.40625,0.20703125,2019.34765625,2036.5703125,0.0
1.9073486328125e-06,host,file_writeback,0.0,0.0,0.0,0.0,0.0
1.9073486328125e-06,host,file_thp,0.0,0.0,0.0,0.0,0.0
1.9073486328125e-06,virtiofsd,file,2.79296875,0.0,0.0,0.0,0.0
1.9073486328125e-06,virtiofsd,file_mapped,1.23046875,0.0,0.0,0.0,0.0
1.9073486328125e-06,virtiofsd,file_dirty,0.05078125,0.0,0.0,0.0,0.0
1.9073486328125e-06,virtiofsd,file_writeback,0.0,0.0,0.0,0.0,0.0
1.9073486328125e-06,virtiofsd,file_thp,0.0,0.0,0.0,0.0,0.0
1.9073486328125e-06,vm0-cg,file,0.0,0.0,2283.921875,0.0,0.0
1.9073486328125e-06,vm0-cg,file_mapped,0.0,0.0,2077.7734375,0.0,0.0
1.9073486328125e-06,vm0-cg,file_dirty,0.0,0.0,2019.34765625,0.0,0.0
1.9073486328125e-06,vm0-cg,file_writeback,0.0,0.0,0.0,0.0,0.0
1.9073486328125e-06,vm0-cg,file_thp,0.0,0.0,0.0,0.0,0.0
1.9073486328125e-06,vm1-cg,file,0.0,0.0,0.0,2238.26171875,0.0
1.9073486328125e-06,vm1-cg,file_mapped,0.0,0.0,0.0,2036.7109375,0.0
1.9073486328125e-06,vm1-cg,file_dirty,0.0,0.0,0.0,2036.56640625,0.0
1.9073486328125e-06,vm1-cg,file_writeback,0.0,0.0,0.0,0.0,0.0
1.9073486328125e-06,vm1-cg,file_thp,0.0,0.0,0.0,0.0,0.0
1.9073486328125e-06,vm0,file,132.296875,,,,
1.9073486328125e-06,vm0,file_mapped,74.453125,,,,
1.9073486328125e-06,vm0,file_dirty,3.40625,,,,
1.9073486328125e-06,vm0,file_writeback,0.0,,,,
1.9073486328125e-06,vm0,file_thp,0.0,,,,
1.9073486328125e-06,vm1,file,146.52734375,,,,
1.9073486328125e-06,vm1,file_mapped,83.8984375,,,,
1.9073486328125e-06,vm1,file_dirty,3.484375,,,,
1.9073486328125e-06,vm1,file_writeback,0.0,,,,
1.9073486328125e-06,vm1,file_thp,0.0,,,,
0.9796791076660156,host,file,258.00390625,73.3046875,2481.23046875,2385.20703125,113.2890625
0.9796791076660156,host,file_mapped,156.5859375,72.58203125,2249.28515625,2141.4296875,111.9453125
0.9796791076660156,host,file_dirty,53.40625,0.2109375,2129.09765625,2137.23046875,0.0
0.9796791076660156,host,file_writeback,0.0,0.0,0.0,0.0,0.0
0.9796791076660156,host,file_thp,0.0,0.0,0.0,0.0,0.0
0.9796791076660156,virtiofsd,file,112.1640625,0.0,0.0,0.0,0.0
0.9796791076660156,virtiofsd,file_mapped,54.25390625,0.0,0.0,0.0,0.0
0.9796791076660156,virtiofsd,file_dirty,53.0390625,0.0,0.0,0.0,0.0
0.9796791076660156,virtiofsd,file_writeback,0.0,0.0,0.0,0.0,0.0
0.9796791076660156,virtiofsd,file_thp,0.0,0.0,0.0,0.0,0.0
0.9796791076660156,vm0-cg,file,0.0,0.0,2419.30859375,0.0,113.91015625
0.9796791076660156,vm0-cg,file_mapped,0.0,0.0,2190.484375,0.0,112.51171875
0.9796791076660156,vm0-cg,file_dirty,0.0,0.0,2130.68359375,0.0,0.0
0.9796791076660156,vm0-cg,file_writeback,0.0,0.0,0.0,0.0,0.0
0.9796791076660156,vm0-cg,file_thp,0.0,0.0,0.0,0.0,0.0
0.9796791076660156,vm1-cg,file,0.0,0.0,0.0,2380.26953125,0.0
0.9796791076660156,vm1-cg,file_mapped,0.0,0.0,0.0,2137.54296875,0.0
0.9796791076660156,vm1-cg,file_dirty,0.0,0.0,0.0,2137.2265625,0.0
0.9796791076660156,vm1-cg,file_writeback,0.0,0.0,0.0,0.0,0.0
0.9796791076660156,vm1-cg,file_thp,0.0,0.0,0.0,0.0,0.0
0.9796791076660156,vm0,file,421.91015625,,,,
0.9796791076660156,vm0,file_mapped,74.578125,,,,
0.9796791076660156,vm0,file_dirty,3.50390625,,,,
0.9796791076660156,vm0,file_writeback,0.0,,,,
0.9796791076660156,vm0,file_thp,0.0,,,,
0.9796791076660156,vm1,file,664.3515625,,,,
0.9796791076660156,vm1,file_mapped,84.23046875,,,,
0.9796791076660156,vm1,file_dirty,3.73828125,,,,
0.9796791076660156,vm1,file_writeback,0.0,,,,
0.9796791076660156,vm1,file_thp,0.0,,,,
2.138214588165283,host,file,2995.8125,73.3046875,2560.7734375,2442.1171875,1862.66796875
2.138214588165283,host,file_mapped,1897.71875,72.58203125,2332.6328125,2207.92578125,1861.3828125
2.138214588165283,host,file_dirty,1794.33984375,0.2109375,2195.57421875,2202.73046875,0.0
2.138214588165283,host,file_writeback,0.0,0.0,0.0,0.0,0.0
2.138214588165283,host,file_thp,0.0,0.0,0.0,0.0,0.0
2.138214588165283,virtiofsd,file,2852.765625,0.0,0.0,0.0,0.0
2.138214588165283,virtiofsd,file_mapped,1797.265625,0.0,0.0,0.0,0.0
2.138214588165283,virtiofsd,file_dirty,1795.8515625,0.0,0.0,0.0,0.0
2.138214588165283,virtiofsd,file_writeback,0.0,0.0,0.0,0.0,0.0
2.138214588165283,virtiofsd,file_thp,0.0,0.0,0.0,0.0,0.0
